  3500.000   7.077947E-25   0.000000E+00   0.000000E+00
  3500.100   2.136289E-25   0.000000E+00   0.000000E+00
  3500.200   1.089926E-24   0.000000E+00   0.000000E+00
  3500.300   1.713775E-25   0.000000E+00   0.000000E+00
  3500.400   2.603531E-25   0.000000E+00   0.000000E+00
  3500.500   7.665918E-26   0.000000E+00   0.000000E+00
  3500.600   6.452001E-26   0.000000E+00   0.000000E+00
  3500.700   5.185336E-26   0.000000E+00   0.000000E+00
  3500.800   3.316098E-26   0.000000E+00   0.000000E+00
  3500.900   2.073349E-25   0.000000E+00   0.000000E+00
  3501.000   2.950722E-26   0.000000E+00   0.000000E+00
  3501.100   6.306868E-26   0.000000E+00   0.000000E+00
  3501.200   1.289786E-25   0.000000E+00   0.000000E+00
  3501.300   8.282592E-26   0.000000E+00   0.000000E+00
  3501.400   4.241668E-26   0.000000E+00   0.000000E+00
  3501.500   1.588938E-26   0.000000E+00   0.000000E+00
  3501.600   1.569826E-26   0.000000E+00   0.000000E+00
  3501.700   4.027860E-26   0.000000E+00   0.000000E+00
  3501.800   2.462602E-26   0.000000E+00   0.000000E+00
  3501.900   2.325684E-26   0.000000E+00   0.000000E+00
  3502.000   2.133604E-26   0.000000E+00   0.000000E+00
  3502.100   1.022327E-26   0.000000E+00   0.000000E+00
  3502.200   1.126374E-26   0.000000E+00   0.000000E+00
  3502.300   1.437135E-26   0.000000E+00   0.000000E+00
  3502.400   3.000580E-26   0.000000E+00   0.000000E+00
  3502.500   4.436094E-26   0.000000E+00   0.000000E+00
  3502.600   7.194545E-26   0.000000E+00   0.000000E+00
  3502.700   2.569766E-26   0.000000E+00   0.000000E+00
  3502.800   1.727386E-26   0.000000E+00   0.000000E+00
  3502.900   2.252319E-26   0.000000E+00   0.000000E+00
  3503.000   2.377180E-26   0.000000E+00   0.000000E+00
  3503.100   1.046656E-26   0.000000E+00   0.000000E+00
  3503.200   1.274695E-26   0.000000E+00   0.000000E+00
  3503.300   1.370246E-26   0.000000E+00   0.000000E+00
  3503.400   6.206765E-27   0.000000E+00   0.000000E+00
  3503.500   6.582265E-27   0.000000E+00   0.000000E+00
  3503.600   1.375478E-26   0.000000E+00   0.000000E+00
  3503.700   9.234447E-27   0.000000E+00   0.000000E+00
  3503.800   9.166381E-27   0.000000E+00   0.000000E+00
  3503.900   2.080319E-26   0.000000E+00   0.000000E+00
  3504.000   4.453075E-26   0.000000E+00   0.000000E+00
  3504.100   3.069531E-26   0.000000E+00   0.000000E+00
